Frame,L_Shoulder_x,L_Shoulder_y,L_Elbow_x,L_Elbow_y,L_Wrist_x,L_Wrist_y,R_Shoulder_x,R_Shoulder_y,R_Elbow_x,R_Elbow_y,R_Wrist_x,R_Wrist_y
Frame8140,0.8880431056022644,0.572629451751709,0.8779772520065308,0.539229154586792,0.8854143023490906,0.5198359489440918,0.9018434286117554,0.564098596572876,0.9038406610488892,0.5248525142669678,0.9081423878669739,0.5099207162857056
Frame8145,0.8648324012756348,0.5829023122787476,0.8725996017456055,0.5332236289978027,0.8824702501296997,0.5247831344604492,0.8596320152282715,0.5776470899581909,0.8578534126281738,0.5306880474090576,0.8768206834793091,0.5259015560150146
Frame8150,0.8370575904846191,0.569739818572998,0.8386169672012329,0.5227102041244507,0.8207863569259644,0.499275267124176,0.8199413418769836,0.575028657913208,0.8065844774246216,0.5318670272827148,0.7966030836105347,0.4982651472091675
Frame8155,0.7899098992347717,0.5218840837478638,0.7929507493972778,0.4670332074165344,0.7907264232635498,0.4325135350227356,0.7498577237129211,0.5332266092300415,0.7395687699317932,0.478431761264801,0.7395389676094055,0.4426282048225403
Frame8160,0.5149816274642944,0.4337332844734192,0.5267901420593262,0.3348742723464966,0.5272589921951294,0.24830061197280884,0.5068913698196411,0.44075608253479004,0.5081701278686523,0.33795589208602905,0.4801892340183258,0.32425254583358765
Frame8165,0.09032105654478073,0.4620644450187683,0.10323808342218399,0.3847338557243347,0.09391830861568451,0.3150196075439453,0.08534856140613556,0.4671939015388489,0.08794878423213959,0.3888195753097534,0.07338832318782806,0.33631956577301025
Frame8225,0.4085388779640198,0.4811401963233948,0.4041055738925934,0.39918071031570435,0.42195647954940796,0.3812618851661682,0.3899211585521698,0.4707036018371582,0.3863425850868225,0.3739367127418518,0.4231676161289215,0.36745697259902954
Frame8230,0.7778156995773315,0.47284144163131714,0.7715029120445251,0.403636634349823,0.0,1.0,0.8157998919487,0.462943971157074,0.8168670535087585,0.3823300004005432,0.8072574734687805,0.3665894865989685
Frame8235,0.8814212083816528,0.5079140663146973,0.888382613658905,0.42912739515304565,0.8584938049316406,0.4074699282646179,0.8756324648857117,0.5149954557418823,0.8685081601142883,0.44484561681747437,0.8465837240219116,0.42633694410324097
Frame8240,0.7833054661750793,0.4522547721862793,0.795822024345398,0.35662031173706055,0.7902711033821106,0.2808791995048523,0.7625053524971008,0.45975250005722046,0.7661002278327942,0.36656808853149414,0.7433812022209167,0.29805827140808105
Frame8245,0.38809165358543396,0.4441567063331604,0.38935428857803345,0.3357064127922058,0.37994784116744995,0.2622970938682556,0.42119455337524414,0.45542556047439575,0.4474571645259857,0.3861836791038513,0.4268870949745178,0.3225703239440918
Frame8250,0.11694297939538956,0.460263729095459,0.1203954666852951,0.3731527328491211,0.1098068505525589,0.3263416290283203,0.11986620724201202,0.46942710876464844,0.11934874951839447,0.3793010115623474,0.09213842451572418,0.3531498312950134
Frame8370,0.7738082408905029,0.21795624494552612,0.7605971097946167,0.11541479825973511,0.0,1.0,0.8271098136901855,0.24133414030075073,0.8406092524528503,0.11303216218948364,0.0,1.0
Frame8375,0.23048751056194305,0.42743438482284546,0.22037887573242188,0.3394225239753723,0.21428489685058594,0.29562908411026,0.25899720191955566,0.43441784381866455,0.2617586553096771,0.3599173426628113,0.0,1.0
Frame8420,0.04831618443131447,0.4584941267967224,0.05705820396542549,0.4154244065284729,0.06212036684155464,0.3972654938697815,0.02572648786008358,0.4496702551841736,0.02200634405016899,0.39685600996017456,0.03508901596069336,0.40381479263305664
Frame8425,0.4300141930580139,0.42558759450912476,0.4433721601963043,0.3589993119239807,0.45316141843795776,0.3075084686279297,0.39012327790260315,0.4074466824531555,0.3910321593284607,0.34240102767944336,0.4202865660190582,0.3774454593658447
Frame8430,0.8525658845901489,0.25695234537124634,0.0,1.0,0.0,1.0,0.7937094569206238,0.23585408926010132,0.7782593965530396,0.14464551210403442,0.8326455950737,0.1480202078819275
Frame8605,0.7176138162612915,0.580289363861084,0.6978664994239807,0.5152232646942139,0.7261351943016052,0.45445728302001953,0.7252691984176636,0.5805622339248657,0.7076532244682312,0.5147668123245239,0.6952878832817078,0.4496811628341675
Frame8610,0.8176852464675903,0.6174454689025879,0.8063977956771851,0.5738377571105957,0.8001565933227539,0.5731474161148071,0.8480514287948608,0.6120682954788208,0.8518906831741333,0.5648738145828247,0.8408287167549133,0.5533686876296997
Frame8615,0.8132895231246948,0.6438082456588745,0.8044812083244324,0.6111294031143188,0.8042179346084595,0.5895389318466187,0.8303706049919128,0.6405026912689209,0.8306335210800171,0.6102354526519775,0.8299169540405273,0.5862982273101807
Frame8700,0.8014531135559082,0.37120693922042847,0.7840803265571594,0.27386021614074707,0.7656680941581726,0.18611961603164673,0.8643875122070312,0.37969744205474854,0.8804663419723511,0.2873117923736572,0.8637100458145142,0.22512120008468628
Frame8705,0.7675073146820068,0.5130420923233032,0.7615102529525757,0.4504273533821106,0.7514110207557678,0.4055042266845703,0.8073064684867859,0.5145066976547241,0.8107924461364746,0.45667189359664917,0.7902287244796753,0.44047409296035767
Frame8710,0.7857208847999573,0.5738810300827026,0.7698639631271362,0.5386688709259033,0.7824929356575012,0.5427539348602295,0.8135848045349121,0.568622350692749,0.8200089335441589,0.5257043838500977,0.8096956014633179,0.533482551574707
Frame8715,0.7932345867156982,0.6023381948471069,0.7862966060638428,0.5718307495117188,0.7851729989051819,0.5564037561416626,0.8134504556655884,0.6032847166061401,0.8154510259628296,0.5740301609039307,0.807113766670227,0.5595967769622803
Frame8720,0.803982138633728,0.6062254905700684,0.799175500869751,0.5789557695388794,0.7944188714027405,0.5689198970794678,0.8105713725090027,0.609605073928833,0.8033456802368164,0.5826904773712158,0.7988889813423157,0.5681567192077637
Frame8725,0.8021502494812012,0.6080029010772705,0.7976575493812561,0.5798157453536987,0.7918857932090759,0.569330096244812,0.8106768727302551,0.6107441186904907,0.8046245574951172,0.584260106086731,0.7993236780166626,0.5666412115097046
Frame8730,0.8036087155342102,0.6085307598114014,0.7982616424560547,0.5805110931396484,0.7921404838562012,0.5693188905715942,0.8095474243164062,0.6109820604324341,0.8010122179985046,0.5832890272140503,0.7945557236671448,0.5670106410980225
Frame8735,0.8043766021728516,0.6098257303237915,0.7992326021194458,0.5804547071456909,0.7936335206031799,0.5700676441192627,0.8103116750717163,0.6113579273223877,0.8033014535903931,0.5832829475402832,0.7977564334869385,0.5684295892715454
Frame8750,0.8043371438980103,0.609978199005127,0.7995349168777466,0.5808254480361938,0.7933235764503479,0.5704381465911865,0.8082283139228821,0.6113170385360718,0.8009300231933594,0.5833417177200317,0.7955092787742615,0.5669595003128052
Frame8755,0.802703857421875,0.6073917150497437,0.7988530993461609,0.5790139436721802,0.791763186454773,0.5699254274368286,0.8080968856811523,0.6112961769104004,0.8032780885696411,0.5835684537887573,0.7940480709075928,0.569993257522583
Frame8800,0.8053468465805054,0.6213195323944092,0.7931190133094788,0.5971163511276245,0.7898510694503784,0.584417462348938,0.8247169256210327,0.6157563924789429,0.8211936950683594,0.5931642055511475,0.8126589059829712,0.5792773962020874
Frame8805,0.8037903904914856,0.6228235960006714,0.7955113053321838,0.5968708992004395,0.7926988005638123,0.5824830532073975,0.8239046335220337,0.618384838104248,0.8275548219680786,0.5976818799972534,0.8218291997909546,0.5830540657043457
Frame8810,0.8216294050216675,0.6241241693496704,0.8081183433532715,0.6006710529327393,0.8064860105514526,0.5752124786376953,0.842450737953186,0.6290348768234253,0.8569072484970093,0.6393102407455444,0.8640294075012207,0.6610509157180786
Frame8885,0.8180801272392273,0.6140555143356323,0.8202638626098633,0.590320348739624,0.8097440600395203,0.5858595371246338,0.8011680841445923,0.6159420013427734,0.7933946847915649,0.590793251991272,0.796809196472168,0.5829389095306396
Frame8890,0.8294996023178101,0.5779780149459839,0.8378075361251831,0.5442118644714355,0.829901397228241,0.5454897880554199,0.80340975522995,0.579750657081604,0.7987998723983765,0.543989896774292,0.8108935356140137,0.5499082803726196
Frame8895,0.8339443206787109,0.5078035593032837,0.840326189994812,0.46001213788986206,0.8431603312492371,0.45058244466781616,0.7932014465332031,0.508312463760376,0.7793124318122864,0.45383089780807495,0.7999279499053955,0.46153539419174194
Frame8900,0.8879400491714478,0.3303825259208679,0.8990477323532104,0.2432757019996643,0.8948395848274231,0.21443325281143188,0.8254082798957825,0.3276873230934143,0.8020625114440918,0.22623568773269653,0.8350688815116882,0.20412284135818481
Frame9035,0.822895348072052,0.4359663128852844,0.8045276403427124,0.3568541407585144,0.80413818359375,0.3836033344268799,0.8731077313423157,0.4307181239128113,0.8706698417663574,0.348967969417572,0.8431879878044128,0.3026166558265686
Frame9040,0.7759737372398376,0.5519483089447021,0.7656480669975281,0.5050488710403442,0.7627434134483337,0.4786931276321411,0.8084524273872375,0.5562783479690552,0.8178315162658691,0.5117374658584595,0.8267747163772583,0.46675246953964233
Frame9065,0.3979725241661072,0.6173622608184814,0.39729830622673035,0.5790762901306152,0.3714972734451294,0.5703067779541016,0.3732750117778778,0.6189254522323608,0.35872748494148254,0.5923941135406494,0.355739951133728,0.5827679634094238
Frame9070,0.8143423795700073,0.6382213830947876,0.8048542141914368,0.6101700067520142,0.8029569387435913,0.5821648836135864,0.8132632970809937,0.638669490814209,0.8038517236709595,0.6091290712356567,0.8031818270683289,0.584172248840332
Frame9075,0.8142062425613403,0.6148298978805542,0.8183900713920593,0.5695667266845703,0.8168601989746094,0.5321652889251709,0.7854980826377869,0.6182913780212402,0.77952641248703,0.5769335031509399,0.7794710397720337,0.536333441734314
Frame9080,0.7586079239845276,0.4472332000732422,0.7454708218574524,0.4014769196510315,0.7249886989593506,0.3778454661369324,0.7460061311721802,0.450700581073761,0.7262917757034302,0.4278675317764282,0.7123882174491882,0.4138811230659485
